poll_timestamp,poll_date,timestamp,bid_volume0_1,bid_volume0_2,bid_volume0_3,bid_volume0_4,bid_volume0_5,bid_volume0_6,bid_volume0_7,bid_volume0_8,bid_volume0_9,bid_volume1,bid_volume1_5,bid_volume2,bid_volume4,bid_volume6,bid_volume8,bid_volume10,ask_volume0_1,ask_volume0_2,ask_volume0_3,ask_volume0_4,ask_volume0_5,ask_volume0_6,ask_volume0_7,ask_volume0_8,ask_volume0_9,ask_volume1,ask_volume1_5,ask_volume2,ask_volume4,ask_volume6,ask_volume8,ask_volume10,spread,mid_price,ask_slippage,bid_slippage,asks,bids,bid_price0_1,bid_price0_2,bid_price0_3,bid_price0_4,bid_price0_5,bid_price0_6,bid_price0_7,bid_price0_8,bid_price0_9,bid_price1,bid_price1_5,bid_price2,bid_price4,bid_price6,bid_price8,bid_price10,ask_price0_1,ask_price0_2,ask_price0_3,ask_price0_4,ask_price0_5,ask_price0_6,ask_price0_7,ask_price0_8,ask_price0_9,ask_price1,ask_price1_5,ask_price2,ask_price4,ask_price6,ask_price8,ask_price10
2023-03-05 23:02:40.036999936,2023-03-05T23:02:40.037Z,,36.590991089999996,77.22446182,124.74680139999998,291.62679084,293.65443264000004,309.32641517,383.90741851,396.78723111,398.574369,402.41881149,557.6448966400001,674.63396474,847.8571746299999,1164.7257216899995,1382.1229491499998,1626.5086364600002,27.97404975,69.62103443999999,96.65754173999998,152.11042492999997,154.17841094999997,237.38511389999996,323.10898033,334.53485944,344.24227386999996,344.44546644999997,360.41150783999996,381.92725235999995,442.86860733,510.18295952,753.11482951,807.4612477800001,0.22000000000116415,22406.05,,,"[{'amount': '0.04304158', 'price': '22406.16'}, {'amount': '0.00640594', 'price': '22406.17'}, {'amount': '0.02231547', 'price': '22406.42'}, {'amount': '0.033476', 'price': '22406.43'}, {'amount': '0.03347313', 'price': '22407.15'}, {'amount': '0.02231547', 'price': '22407.16'}, {'amount': '0.07140745', 'price': '22407.17'}, {'amount': '0.03347299', 'price': '22407.2'}, {'amount': '0.08925702', 'price': '22407.21'}, {'amount': '0.00270131', 'price': '22408.53'}]","[{'amount': '0.02891943', 'price': '22405.94'}, {'amount': '0.02231538', 'price': '22405.8'}, {'amount': '0.11158092', 'price': '22405.76'}, {'amount': '0.03347315', 'price': '22405.56'}, {'amount': '0.033477', 'price': '22405.55'}, {'amount': '0.14505293', 'price': '22405.37'}, {'amount': '0.04', 'price': '22404.75'}, {'amount': '0.00057305', 'price': '22404.74'}, {'amount': '0.04', 'price': '22404.19'}, {'amount': '0.04', 'price': '22404.18'}]",22383.643949999998,22361.2379,22338.83185,22316.4258,22294.01975,22271.613699999998,22249.20765,22226.8016,22204.395549999997,22181.9895,22069.95925,21957.929,21509.807999999997,21061.686999999998,20613.566,20165.445,22428.456049999997,22450.8621,22473.268149999996,22495.674199999998,22518.080249999995,22540.4863,22562.89235,22585.2984,22607.704449999997,22630.1105,22742.14075,22854.171,23302.292,23750.413,24198.534,24646.655000000002
2023-03-05 23:03:05.390000128,2023-03-05T23:03:05.390Z,,47.98670963000001,76.72640132000002,130.09055419999999,289.98706146999996,294.02598507999994,307.95840317999995,395.09784671999995,395.79037379999994,399.90230921999995,401.03005370999995,560.71192472,673.45172954,912.0708881299998,1163.4840701099995,1382.3201732599998,1625.3038822400001,28.679178630000003,65.59042399,94.56901875,153.43648854,155.25075655999999,238.45738419999998,324.17146592,335.60259324,345.29300832999996,345.48787412999997,361.39623549,382.94930093,443.75869252,510.87811594000004,753.2382111400001,808.5379599600002,0.00999999999839929,22401.295,,,"[{'amount': '0.14633573', 'price': '22401.3'}, {'amount': '0.00713058', 'price': '22401.31'}, {'amount': '0.033483', 'price': '22401.67'}, {'amount': '0.03347991', 'price': '22401.9'}, {'amount': '0.0008927', 'price': '22402.94'}, {'amount': '0.08927398', 'price': '22402.95'}, {'amount': '0.13374831', 'price': '22402.98'}, {'amount': '0.16593147', 'price': '22402.99'}, {'amount': '0.04463989', 'price': '22403.0'}, {'amount': '0.004', 'price': '22403.01'}]","[{'amount': '0.11128054', 'price': '22401.29'}, {'amount': '0.00640864', 'price': '22400.71'}, {'amount': '0.35640372', 'price': '22400.7'}, {'amount': '0.033484', 'price': '22400.68'}, {'amount': '0.03348021', 'price': '22400.35'}, {'amount': '0.02232014', 'price': '22400.33'}, {'amount': '0.06696042', 'price': '22400.17'}, {'amount': '0.56589693', 'price': '22400.16'}, {'amount': '0.5158473', 'price': '22400.15'}, {'amount': '0.25092479', 'price': '22400.14'}]",22378.893705,22356.49241,22334.091115,22311.68982,22289.288525,22266.887229999997,22244.485934999997,22222.084639999997,22199.683344999998,22177.282049999998,22065.275575,21953.269099999998,21505.243199999997,21057.217299999997,20609.1914,20161.1655,22423.696294999994,22446.097589999998,22468.498884999997,22490.900179999997,22513.301474999997,22535.70277,22558.104064999996,22580.50536,22602.906654999995,22625.30795,22737.314424999997,22849.3209,23297.3468,23745.3727,24193.3986,24641.4245
2023-03-05 23:03:30.548999936,2023-03-05T23:03:30.549Z,,23.99212723000001,75.2623249,144.05275102999997,157.72724314999996,291.0857730799999,294.0006243099999,307.4600774599999,394.4214671099999,395.4788549999999,399.7351539299999,446.97133872999996,672.14494237,843.4706962899999,1162.2933205999996,1379.4890622599999,1623.4203545500002,36.79179599000001,83.07315531000002,98.06849770000002,152.08397299,237.22341634000003,258.18570961,334.48121807,343.05269849,344.33173069000003,344.59034838,367.22226805,382.11351899000005,443.02104655000005,510.27452976000006,757.9878649100001,809.3307718200002,0.010000000002037268,22415.875,,,"[{'amount': '0.54366474', 'price': '22415.88'}, {'amount': '0.00875901', 'price': '22415.89'}, {'amount': '0.06691686', 'price': '22416.72'}, {'amount': '0.04288544', 'price': '22416.75'}, {'amount': '0.01609965', 'price': '22418.23'}, {'amount': '0.04', 'price': '22418.25'}, {'amount': '0.01330173', 'price': '22418.26'}, {'amount': '0.05244509', 'price': '22418.27'}, {'amount': '0.15887647', 'price': '22418.28'}, {'amount': '0.91026822', 'price': '22418.31'}]","[{'amount': '0.024', 'price': '22415.87'}, {'amount': '0.0892225', 'price': '22415.86'}, {'amount': '0.00232709', 'price': '22414.68'}, {'amount': '0.07900052', 'price': '22414.67'}, {'amount': '0.07806967', 'price': '22414.66'}, {'amount': '0.03345843', 'price': '22414.62'}, {'amount': '0.34895673', 'price': '22414.46'}, {'amount': '0.033463', 'price': '22414.22'}, {'amount': '0.05244509', 'price': '22413.69'}, {'amount': '0.40662969', 'price': '22413.68'}]",22393.459125,22371.04325,22348.627375,22326.2115,22303.795625,22281.37975,22258.963875,22236.548,22214.132125,22191.71625,22079.636875,21967.5575,21519.239999999998,21070.9225,20622.605,20174.287500000002,22438.290875,22460.70675,22483.122624999996,22505.5385,22527.954374999998,22550.37025,22572.786125,22595.202,22617.617874999996,22640.03375,22752.113124999996,22864.1925,23312.510000000002,23760.8275,24209.145,24657.4625
2023-03-05 23:03:57.024999936,2023-03-05T23:03:57.025Z,,41.504468339999995,67.72929435,123.88926388,158.74599948,292.39109477999995,295.48728781999995,308.94674096999995,395.89813061999996,396.91456163,401.17931111999997,448.45786985,673.6308708400001,844.7500988099999,1163.6854851499997,1380.9248798600001,1624.7476042000003,33.90615337,81.69082576,123.1254226,146.11536128,231.48453319000004,252.42988975000003,328.72648847000005,337.29687863000004,338.63066414,338.83561553000004,361.46874258,376.42660349000005,437.2783340100001,504.5900173600001,752.2330019700001,803.5770692900003,1.3299999999981083,22417.795,,,"[{'amount': '0.09750495', 'price': '22418.46'}, {'amount': '0.00932931', 'price': '22418.47'}, {'amount': '0.033458', 'price': '22418.78'}, {'amount': '0.00184293', 'price': '22419.96'}, {'amount': '0.87848012', 'price': '22419.97'}, {'amount': '0.45209023', 'price': '22419.98'}, {'amount': '0.73313069', 'price': '22420.0'}, {'amount': '0.22301073', 'price': '22420.45'}, {'amount': '0.22300979', 'price': '22420.54'}, {'amount': '0.22555611', 'price': '22420.73'}]","[{'amount': '0.15404556', 'price': '22417.13'}, {'amount': '0.04', 'price': '22417.11'}, {'amount': '0.15031681', 'price': '22417.1'}, {'amount': '0.37579197', 'price': '22417.09'}, {'amount': '0.05251032', 'price': '22416.65'}, {'amount': '0.05844049', 'price': '22416.64'}, {'amount': '0.05161807', 'price': '22416.63'}, {'amount': '0.0578003', 'price': '22416.62'}, {'amount': '0.27741188', 'price': '22416.6'}, {'amount': '0.33937378', 'price': '22416.58'}]",22395.377204999997,22372.95941,22350.541615,22328.123819999997,22305.706025,22283.28823,22260.870434999997,22238.45264,22216.034845,22193.617049999997,22081.528075,21969.4391,21521.083199999997,21072.7273,20624.3714,20176.015499999998,22440.212794999996,22462.630589999997,22485.048384999995,22507.46618,22529.883974999997,22552.30177,22574.719564999996,22597.137359999997,22619.555154999995,22641.97295,22754.061924999995,22866.150899999997,23314.5068,23762.862699999998,24211.2186,24659.5745
2023-03-05 23:04:20.164999936,2023-03-05T23:04:20.165Z,,39.33407577999999,76.97016353,111.99637604,153.16706835,286.58617221,289.63214005,303.0915932,390.05298285,391.13282319999996,395.45674900999995,442.69289776999995,667.8766567499999,839.1922553299999,1158.0148796399994,1375.2106212999997,1619.1665490599999,30.6236552,85.81990567,96.6258309,151.84741505,237.50903184,258.52802352000003,334.82353198000004,343.39501240000004,344.67404460000006,344.9298855900001,367.5645266900001,382.4558329000001,443.4133604600001,510.6668436700001,758.3801788200001,809.7230857300002,0.010000000002037268,22415.695,,,"[{'amount': '0.00915623', 'price': '22415.7'}, {'amount': '0.0073656', 'price': '22415.71'}, {'amount': '0.00130249', 'price': '22416.39'}, {'amount': '0.05576393', 'price': '22416.4'}, {'amount': '0.08922037', 'price': '22416.41'}, {'amount': '0.033461', 'price': '22416.67'}, {'amount': '0.08922229', 'price': '22416.97'}, {'amount': '0.033461', 'price': '22416.98'}, {'amount': '0.0446112', 'price': '22417.43'}, {'amount': '0.43766958', 'price': '22417.44'}]","[{'amount': '0.033462', 'price': '22415.69'}, {'amount': '0.033462', 'price': '22415.42'}, {'amount': '0.03345834', 'price': '22415.41'}, {'amount': '0.09951709', 'price': '22415.4'}, {'amount': '0.07806948', 'price': '22415.39'}, {'amount': '0.02014371', 'price': '22415.38'}, {'amount': '0.05480388', 'price': '22415.35'}, {'amount': '0.02191069', 'price': '22415.32'}, {'amount': '0.02764937', 'price': '22415.29'}, {'amount': '0.02230572', 'price': '22415.28'}]",22393.279305,22370.86361,22348.447915,22326.03222,22303.616525,22281.200829999998,22258.785135,22236.36944,22213.953745,22191.53805,22079.459575,21967.3811,21519.067199999998,21070.7533,20622.4394,20174.125500000002,22438.110694999996,22460.52639,22482.942085,22505.35778,22527.773474999998,22550.18917,22572.604864999998,22595.02056,22617.436254999997,22639.85195,22751.930425,22864.0089,23312.3228,23760.6367,24208.9506,24657.2645
2023-03-05 23:04:45.176999936,2023-03-05T23:04:45.177Z,,40.810799360000004,77.50461591,93.81472317,153.80079919999997,287.92495203,289.93280007,303.2263483,377.61304744999995,390.74446575999997,393.09887753,442.53342464,668.1016592600001,838.1171614,1157.3730317699997,1375.1724254299997,1615.09915071,30.24641307,75.64993327,118.27475016,153.10039495,238.36805044000002,324.33229354,335.76351597,345.47383595,345.64921821,345.82243959,368.44494075,383.36004881,444.25194559000005,511.56104224000006,759.23209109,810.9264820400001,0.010000000002037268,22425.035,,,"[{'amount': '0.40472254', 'price': '22425.04'}, {'amount': '0.00633511', 'price': '22425.05'}, {'amount': '0.05574472', 'price': '22425.22'}, {'amount': '0.03344513', 'price': '22425.43'}, {'amount': '0.08918809', 'price': '22425.44'}, {'amount': '0.03344508', 'price': '22425.45'}, {'amount': '0.033448', 'price': '22425.47'}, {'amount': '0.17836001', 'price': '22425.81'}, {'amount': '0.08918295', 'price': '22425.82'}, {'amount': '0.4459', 'price': '22425.86'}]","[{'amount': '0.0016', 'price': '22425.03'}, {'amount': '0.02229686', 'price': '22424.62'}, {'amount': '0.01233951', 'price': '22424.61'}, {'amount': '0.02229676', 'price': '22424.09'}, {'amount': '0.07581409', 'price': '22424.08'}, {'amount': '0.08918987', 'price': '22424.07'}, {'amount': '0.06689529', 'price': '22424.03'}, {'amount': '0.03344513', 'price': '22423.8'}, {'amount': '0.03345', 'price': '22423.79'}, {'amount': '0.00223451', 'price': '22423.27'}]",22402.609965,22380.18493,22357.759895,22335.33486,22312.909825,22290.48479,22268.059755,22245.63472,22223.209684999998,22200.78465,22088.659475,21976.5343,21528.0336,21079.5329,20631.0322,20182.5315,22447.460034999996,22469.88507,22492.310104999997,22514.73514,22537.160174999997,22559.58521,22582.010244999998,22604.43528,22626.860314999998,22649.28535,22761.410525,22873.5357,23322.0364,23770.5371,24219.037800000002,24667.538500000002
2023-03-05 23:05:17.232000000,2023-03-05T23:05:17.232Z,,45.119864680000006,77.6946229,93.99084696999999,154.73701598999997,288.78139833,291.23828232,304.5960759,391.48669137,392.46623608000004,396.38123321000006,444.1268952000001,669.4822133200001,840.0361240100001,1158.7554704999998,1376.54786879,1616.4685402300001,23.9471684,75.75863478000001,118.56432413,152.64092961,238.38249381,324.18323497,335.61436229,345.30477737999996,345.50086484999997,345.67338101999997,368.29839637,383.20432494,444.05332876,511.36242541,759.03299178,810.38962819,0.00999999999839929,22423.745000000003,,,"[{'amount': '0.07046908', 'price': '22423.75'}, {'amount': '0.00956332', 'price': '22423.76'}, {'amount': '0.06778538', 'price': '22424.79'}, {'amount': '0.08918699', 'price': '22424.8'}, {'amount': '0.05596805', 'price': '22426.13'}, {'amount': '0.85394393', 'price': '22426.14'}, {'amount': '0.06444489', 'price': '22426.17'}, {'amount': '0.45122326', 'price': '22426.41'}, {'amount': '0.34810372', 'price': '22426.42'}, {'amount': '0.0533573', 'price': '22426.45'}]","[{'amount': '0.05697584', 'price': '22423.74'}, {'amount': '0.08919348', 'price': '22423.16'}, {'amount': '0.01917171', 'price': '22422.75'}, {'amount': '0.27146259', 'price': '22422.72'}, {'amount': '0.34960664', 'price': '22422.7'}, {'amount': '0.02330675', 'price': '22421.78'}, {'amount': '0.05596805', 'price': '22421.77'}, {'amount': '0.10034051', 'price': '22421.76'}, {'amount': '0.07841895', 'price': '22421.75'}, {'amount': '0.27664219', 'price': '22421.74'}]",22401.321255000003,22378.897510000003,22356.473765000002,22334.050020000002,22311.626275000002,22289.202530000002,22266.778785000002,22244.355040000002,22221.931295000002,22199.507550000002,22087.388825,21975.2701,21526.7952,21078.320300000003,20629.845400000002,20181.370500000005,22446.168745,22468.592490000003,22491.016235,22513.439980000003,22535.863725,22558.287470000003,22580.711215,22603.134960000003,22625.558705,22647.982450000003,22760.101175,22872.219900000004,23320.694800000005,23769.169700000002,24217.644600000003,24666.119500000004
2023-03-05 23:05:35.230000128,2023-03-05T23:05:35.230Z,,38.30579554999999,76.99442678999999,97.59769011,154.18581819,287.81057619999996,290.65108459999993,304.0381176799999,390.9906008499999,391.9048807699999,396.26971309999993,443.61773717999995,668.81246097,839.8275325099999,1158.9177791799996,1375.9526108999999,1619.95269534,31.48466841,62.61585205,118.74448131,153.07808547,238.65639212000002,259.55139899,335.84840908,344.42451713,345.75446229000005,345.95712477000006,368.5906935600001,383.5485544700001,444.40028499000016,511.7146137200002,759.3549529500002,810.6990202700003,0.010000000002037268,22419.015,,,"[{'amount': '0.71856551', 'price': '22419.02'}, {'amount': '0.00834642', 'price': '22419.03'}, {'amount': '0.02230251', 'price': '22419.38'}, {'amount': '0.06690753', 'price': '22419.63'}, {'amount': '0.35585157', 'price': '22419.64'}, {'amount': '0.033456', 'price': '22419.76'}, {'amount': '0.2585275', 'price': '22420.02'}, {'amount': '0.58899068', 'price': '22420.03'}, {'amount': '0.05517124', 'price': '22420.12'}, {'amount': '0.08920555', 'price': '22420.13'}]","[{'amount': '0.04203611', 'price': '22419.01'}, {'amount': '0.08921211', 'price': '22418.48'}, {'amount': '0.02230251', 'price': '22418.12'}, {'amount': '0.033457', 'price': '22418.11'}, {'amount': '0.02230251', 'price': '22417.78'}, {'amount': '0.033458', 'price': '22417.77'}, {'amount': '0.446', 'price': '22417.76'}, {'amount': '0.00116109', 'price': '22417.12'}, {'amount': '0.05761751', 'price': '22417.11'}, {'amount': '0.10036123', 'price': '22417.1'}]",22396.595985,22374.17697,22351.757955,22329.338939999998,22306.919925,22284.50091,22262.081895,22239.66288,22217.243865,22194.82485,22082.729775,21970.6347,21522.254399999998,21073.874099999997,20625.4938,20177.1135,22441.434014999995,22463.85303,22486.272044999998,22508.69106,22531.110074999997,22553.52909,22575.948104999996,22598.36712,22620.786135,22643.205149999998,22755.300224999995,22867.3953,23315.7756,23764.1559,24212.536200000002,24660.916500000003
2023-03-05 23:06:00.342000128,2023-03-05T23:06:00.342Z,,45.00339699999999,78.05827602,98.75058750999999,155.16692008999996,290.24381791999997,291.81907653999997,305.20600271999996,392.15848588999995,393.09530450999995,397.52844689999995,444.80525702,669.98038081,840.9954523499999,1160.0859000199996,1377.30484375,1621.1480190700001,30.251884690000004,61.048886100000004,95.88331244,151.8254303,237.05928473,257.96491333,334.26192342,342.83190221,344.16639293000003,344.37063911,367.00191351,381.96206881,442.86379933,510.10918439,757.81846729,809.16253461,0.00999999999839929,22418.245000000003,,,"[{'amount': '0.00874782', 'price': '22418.25'}, {'amount': '0.00939094', 'price': '22418.26'}, {'amount': '0.11361962', 'price': '22419.02'}, {'amount': '0.03345455', 'price': '22419.4'}, {'amount': '0.03345455', 'price': '22419.41'}, {'amount': '0.3616319', 'price': '22419.45'}, {'amount': '0.07806207', 'price': '22419.58'}, {'amount': '0.02230303', 'price': '22419.69'}, {'amount': '0.033455', 'price': '22419.7'}, {'amount': '0.05016544', 'price': '22419.95'}]","[{'amount': '0.54083685', 'price': '22418.24'}, {'amount': '0.08775759', 'price': '22418.03'}, {'amount': '0.0838229', 'price': '22417.96'}, {'amount': '0.00116119', 'price': '22417.4'}, {'amount': '0.10040065', 'price': '22417.39'}, {'amount': '0.06', 'price': '22417.38'}, {'amount': '0.06339586', 'price': '22417.17'}, {'amount': '0.044', 'price': '22417.1'}, {'amount': '0.0102288', 'price': '22417.09'}, {'amount': '0.02671914', 'price': '22416.77'}]",22395.826755000002,22373.40851,22350.990265000004,22328.572020000003,22306.153775000002,22283.73553,22261.317285,22238.899040000004,22216.480795000003,22194.062550000002,22081.971325000002,21969.880100000002,21521.5152,21073.1503,20624.785400000004,20176.420500000004,22440.663245,22463.081490000004,22485.499735,22507.917980000002,22530.336225,22552.754470000003,22575.172715,22597.59096,22620.009205000002,22642.427450000003,22754.518675,22866.609900000003,23314.974800000004,23763.339700000004,24211.704600000005,24660.069500000005
2023-03-05 23:06:25.172000000,2023-03-05T23:06:25.172Z,,44.9105071,78.17491699,98.90217894,155.69563044999998,290.18912593999994,291.64332378999995,305.0313434899999,391.98273313999994,392.91955175999993,397.35499501999993,444.64050631,669.8156301,840.9307629699999,1159.9211493099997,1377.14030304,1620.9832683600002,31.58111344,63.246037099999995,97.30329168999998,152.86645403,238.64478963,259.54525758,335.84226767,344.41224646,345.74673718,345.95098336,368.58225776,383.54241306,444.44414358,511.68952864000005,759.39881154,810.74287886,0.3899999999994179,22418.175,,,"[{'amount': '0.08549671', 'price': '22418.37'}, {'amount': '0.00994416', 'price': '22418.5'}, {'amount': '0.00775893', 'price': '22418.51'}, {'amount': '0.033456', 'price': '22418.91'}, {'amount': '0.033456', 'price': '22419.57'}, {'amount': '0.4116486', 'price': '22419.64'}, {'amount': '0.00781543', 'price': '22420.32'}, {'amount': '0.0063955', 'price': '22420.33'}, {'amount': '0.00814504', 'price': '22420.36'}, {'amount': '0.0408921', 'price': '22420.38'}]","[{'amount': '0.003', 'price': '22417.98'}, {'amount': '0.033456', 'price': '22417.96'}, {'amount': '0.0102289', 'price': '22417.85'}, {'amount': '0.08921463', 'price': '22417.84'}, {'amount': '0.033457', 'price': '22417.49'}, {'amount': '0.036', 'price': '22417.46'}, {'amount': '0.51633468', 'price': '22417.28'}, {'amount': '0.51688779', 'price': '22417.14'}, {'amount': '0.05564637', 'price': '22416.84'}, {'amount': '0.28304667', 'price': '22416.83'}]",22395.756825,22373.338649999998,22350.920475,22328.5023,22306.084124999998,22283.66595,22261.247775,22238.8296,22216.411425,22193.99325,22081.902374999998,21969.8115,21521.448,21073.084499999997,20624.721,20176.3575,22440.593174999998,22463.01135,22485.429524999996,22507.8477,22530.265874999997,22552.68405,22575.102225,22597.520399999998,22619.938574999996,22642.35675,22754.447624999997,22866.5385,23314.902,23763.2655,24211.629,24659.9925
