timestamp,trade_id,price,amount,taker_side_sell,currency_pair
2023-03-01 00:00:00.295000064,429089835.0,1605.59,0.05172587,0.0,eth-usd
2023-03-01 00:00:00.295000064,429089836.0,1605.6,1.24564025,0.0,eth-usd
2023-03-01 00:00:00.295000064,429089837.0,1605.62,0.0808706,0.0,eth-usd
2023-03-01 00:00:00.295000064,429089838.0,1605.62,0.00095305,0.0,eth-usd
2023-03-01 00:00:00.855000064,429089839.0,1605.58,0.03128248,1.0,eth-usd
2023-03-01 00:00:00.975000064,429089840.0,1605.58,0.0053,1.0,eth-usd
2023-03-01 00:00:01.079000064,429089841.0,1605.58,0.04343221,1.0,eth-usd
2023-03-01 00:00:01.079000064,429089842.0,1605.58,0.01558938,1.0,eth-usd
2023-03-01 00:00:01.079000064,429089843.0,1605.48,0.08353843,1.0,eth-usd
2023-03-01 00:00:01.092000000,429089844.0,1605.48,0.12527051,1.0,eth-usd
2023-03-01 00:00:01.174000128,429089845.0,1605.48,0.01906983,1.0,eth-usd
2023-03-01 00:00:01.497999872,429089846.0,1605.49,0.18974,0.0,eth-usd
2023-03-01 00:00:01.497999872,429089847.0,1605.49,1.2457256,0.0,eth-usd
2023-03-01 00:00:01.497999872,429089848.0,1605.49,0.30306106,0.0,eth-usd
2023-03-01 00:00:04.051000064,429089849.0,1605.49,0.00309969,0.0,eth-usd
2023-03-01 00:00:04.651000064,429089850.0,1605.49,0.00343677,0.0,eth-usd
2023-03-01 00:00:05.193999872,429089851.0,1605.48,0.04001295,1.0,eth-usd
2023-03-01 00:00:05.193999872,429089852.0,1605.48,6.22e-06,1.0,eth-usd
2023-03-01 00:00:05.193999872,429089853.0,1605.48,0.01559035,1.0,eth-usd
2023-03-01 00:00:05.193999872,429089854.0,1605.48,0.01758556,1.0,eth-usd
2023-03-01 00:00:05.830000128,429089855.0,1605.48,0.237,1.0,eth-usd
2023-03-01 00:00:05.830000128,429089856.0,1605.48,0.983,1.0,eth-usd
2023-03-01 00:00:05.830000128,429089857.0,1605.48,0.017,1.0,eth-usd
2023-03-01 00:00:05.830000128,429089858.0,1605.47,0.24632,1.0,eth-usd
2023-03-01 00:00:05.849999872,429089859.0,1605.46,0.38691,1.0,eth-usd
2023-03-01 00:00:07.248999936,429089860.0,1605.47,0.06641867,0.0,eth-usd
2023-03-01 00:00:07.248999936,429089861.0,1605.47,0.02645467,0.0,eth-usd
2023-03-01 00:00:07.345999872,429089862.0,1605.48,0.07629415,0.0,eth-usd
2023-03-01 00:00:07.345999872,429089863.0,1605.55,0.06228745,0.0,eth-usd
2023-03-01 00:00:07.345999872,429089864.0,1605.56,0.00412294,0.0,eth-usd
2023-03-01 00:00:07.401999872,429089865.0,1605.46,0.02000672,1.0,eth-usd
2023-03-01 00:00:07.401999872,429089866.0,1605.46,1.28,1.0,eth-usd
2023-03-01 00:00:07.401999872,429089867.0,1605.45,1.24575499,1.0,eth-usd
2023-03-01 00:00:07.919000064,429089868.0,1605.34,1.24584003,1.0,eth-usd
2023-03-01 00:00:07.919000064,429089869.0,1605.34,0.24632075,1.0,eth-usd
2023-03-01 00:00:08.067000064,429089870.0,1605.25,1.55738121,1.0,eth-usd
2023-03-01 00:00:08.080999936,429089871.0,1605.3,0.0055855,0.0,eth-usd
2023-03-01 00:00:08.156000000,429089872.0,1605.3,0.017365,0.0,eth-usd
2023-03-01 00:00:09.399000064,429089873.0,1605.19,0.02001009,1.0,eth-usd
2023-03-01 00:00:09.399000064,429089874.0,1605.19,1.24595168,1.0,eth-usd
2023-03-01 00:00:11.587000064,429089875.0,1605.11,0.00934306,1.0,eth-usd
2023-03-01 00:00:12.992000000,429089876.0,1605.13,0.00093451,0.0,eth-usd
2023-03-01 00:00:13.179000064,429089877.0,1605.11,0.11451138,1.0,eth-usd
2023-03-01 00:00:13.179000064,429089878.0,1605.11,1.41,1.0,eth-usd
2023-03-01 00:00:15.196000000,429089879.0,1605.03,0.18690686,1.0,eth-usd
2023-03-01 00:00:15.196000000,429089880.0,1605.02,0.31151472,1.0,eth-usd
2023-03-01 00:00:15.196000000,429089881.0,1605.02,0.24632075,1.0,eth-usd
2023-03-01 00:00:15.196000000,429089882.0,1605.01,0.82801885,1.0,eth-usd
2023-03-01 00:00:15.966000128,429089883.0,1605.08,0.0661072,0.0,eth-usd
2023-03-01 00:00:15.966000128,429089884.0,1605.09,0.01591207,0.0,eth-usd
2023-03-01 00:00:16.292999936,429089885.0,1605.07,0.00928964,0.0,eth-usd
2023-03-01 00:00:16.519000064,429089886.0,1604.96,1.24613498,1.0,eth-usd
2023-03-01 00:00:17.371000064,429089887.0,1604.88,0.00442332,1.0,eth-usd
2023-03-01 00:00:18.900000000,429089888.0,1604.96,0.00558459,0.0,eth-usd
2023-03-01 00:00:19.220000000,429089889.0,1604.96,0.06683079,0.0,eth-usd
2023-03-01 00:00:19.220000000,429089890.0,1604.97,0.02430203,0.0,eth-usd
2023-03-01 00:00:19.934000128,429089891.0,1604.97,0.01212848,0.0,eth-usd
2023-03-01 00:00:20.308000000,429089892.0,1604.97,0.02523521,0.0,eth-usd
2023-03-01 00:00:20.308000000,429089893.0,1604.97,0.02076172,0.0,eth-usd
2023-03-01 00:00:20.308000000,429089894.0,1604.97,0.01875307,0.0,eth-usd
2023-03-01 00:00:20.308000000,429089895.0,1604.97,5.45e-06,0.0,eth-usd
2023-03-01 00:00:20.308000000,429089896.0,1604.98,0.06778,0.0,eth-usd
2023-03-01 00:00:20.375000064,429089897.0,1604.98,8e-07,0.0,eth-usd
2023-03-01 00:00:20.375000064,429089898.0,1605.07,0.03106,0.0,eth-usd
2023-03-01 00:00:20.375000064,429089899.0,1605.11,1.24602395,0.0,eth-usd
2023-03-01 00:00:21.119000064,429089900.0,1605.11,0.0083728,0.0,eth-usd
2023-03-01 00:00:21.699000064,429089901.0,1605.1,0.00135653,0.0,eth-usd
2023-03-01 00:00:21.703000064,429089902.0,1605.1,0.05432285,0.0,eth-usd
2023-03-01 00:00:21.703000064,429089903.0,1605.1,0.18690511,0.0,eth-usd
2023-03-01 00:00:21.703000064,429089904.0,1605.11,0.07099926,0.0,eth-usd
2023-03-01 00:00:21.703000064,429089905.0,1605.12,0.05842369,0.0,eth-usd
2023-03-01 00:00:22.201999872,429089906.0,1605.12,0.00620349,0.0,eth-usd
2023-03-01 00:00:23.223000064,429089907.0,1605.08,1.17,1.0,eth-usd
2023-03-01 00:00:23.223000064,429089908.0,1605.04,0.01823007,1.0,eth-usd
2023-03-01 00:00:23.223000064,429089909.0,1605.02,1.24608293,1.0,eth-usd
2023-03-01 00:00:23.223000064,429089910.0,1605.0,0.065687,1.0,eth-usd
2023-03-01 00:00:23.524000000,429089911.0,1605.0,0.18691269,1.0,eth-usd
2023-03-01 00:00:23.524000000,429089912.0,1604.99,0.045638,1.0,eth-usd
2023-03-01 00:00:25.340000000,429089913.0,1604.93,0.00619968,0.0,eth-usd
2023-03-01 00:00:27.208999936,429089914.0,1604.85,1.43393055,1.0,eth-usd
2023-03-01 00:00:27.208999936,429089915.0,1604.84,0.01823857,1.0,eth-usd
2023-03-01 00:00:27.208999936,429089916.0,1604.83,1.0,1.0,eth-usd
2023-03-01 00:00:27.208999936,429089917.0,1604.82,2.21,1.0,eth-usd
2023-03-01 00:00:29.404999936,429089918.0,1604.77,0.00832959,1.0,eth-usd
2023-03-01 00:00:29.804000000,429089919.0,1604.83,0.00097914,0.0,eth-usd
2023-03-01 00:00:31.600999936,429089920.0,1604.81,0.05786741,0.0,eth-usd
2023-03-01 00:00:32.070000128,429089921.0,1604.81,0.01053986,0.0,eth-usd
2023-03-01 00:00:33.368999936,429089922.0,1604.79,0.0598331,0.0,eth-usd
2023-03-01 00:00:34.609999872,429089923.0,1604.77,0.07666722,0.0,eth-usd
2023-03-01 00:00:34.609999872,429089924.0,1604.78,0.05750041,0.0,eth-usd
2023-03-01 00:00:34.609999872,429089925.0,1604.81,0.09356919,0.0,eth-usd
2023-03-01 00:00:34.609999872,429089926.0,1604.82,0.18694064,0.0,eth-usd
2023-03-01 00:00:34.609999872,429089927.0,1604.83,0.128239,0.0,eth-usd
2023-03-01 00:00:35.632999936,429089928.0,1604.77,0.00616895,0.0,eth-usd
2023-03-01 00:00:36.268000000,429089929.0,1604.77,0.03100598,0.0,eth-usd
2023-03-01 00:00:36.551000064,429089930.0,1604.77,0.01375477,0.0,eth-usd
2023-03-01 00:00:37.427000064,429089931.0,1604.77,0.0216675,0.0,eth-usd
2023-03-01 00:00:38.448000000,429089932.0,1604.76,1.23,1.0,eth-usd
2023-03-01 00:00:38.452000000,429089933.0,1604.72,0.12745578,1.0,eth-usd
2023-03-01 00:00:38.452000000,429089934.0,1604.71,2.21,1.0,eth-usd
2023-03-01 00:00:38.460000000,429089935.0,1604.68,0.63001231,1.0,eth-usd
2023-03-01 00:00:38.460000000,429089936.0,1604.68,0.86771359,1.0,eth-usd
2023-03-01 00:00:38.460999936,429089937.0,1604.68,0.37863349,1.0,eth-usd
2023-03-01 00:00:38.478000128,429089938.0,1604.67,1.57503055,1.0,eth-usd
2023-03-01 00:00:38.752999936,429089939.0,1604.68,0.00037209,0.0,eth-usd
2023-03-01 00:00:38.984999936,429089940.0,1604.69,0.24632075,0.0,eth-usd
2023-03-01 00:00:38.984999936,429089941.0,1604.71,1.24633726,0.0,eth-usd
2023-03-01 00:00:38.984999936,429089942.0,1604.71,0.09258649,0.0,eth-usd
2023-03-01 00:00:38.984999936,429089943.0,1604.72,0.06093898,0.0,eth-usd
2023-03-01 00:00:38.984999936,429089944.0,1604.78,1.41614581,0.0,eth-usd
2023-03-01 00:00:38.984999936,429089946.0,1604.82,1.28040764,0.0,eth-usd
2023-03-01 00:00:38.984999936,429089949.0,1604.89,2.16964608,0.0,eth-usd
2023-03-01 00:00:38.984999936,429089950.0,1604.89,0.33035392,0.0,eth-usd
2023-03-01 00:00:38.984999936,429089951.0,1604.97,1.59256524,0.0,eth-usd
2023-03-01 00:00:38.984999936,429089945.0,1604.82,0.13573817,0.0,eth-usd
2023-03-01 00:00:38.984999936,429089947.0,1604.83,0.64212622,0.0,eth-usd
2023-03-01 00:00:38.984999936,429089948.0,1604.88,1.24620169,0.0,eth-usd
2023-03-01 00:00:39.004000000,429089952.0,1604.77,0.31159582,0.0,eth-usd
2023-03-01 00:00:39.004000000,429089953.0,1604.99,2.05269623,0.0,eth-usd
2023-03-01 00:00:39.060000000,429089955.0,1604.97,1.43598591,0.0,eth-usd
2023-03-01 00:00:39.060000000,429089954.0,1604.8,0.24632075,0.0,eth-usd
2023-03-01 00:00:39.075000064,429089956.0,1604.97,0.1216853,0.0,eth-usd
2023-03-01 00:00:39.112000000,429089957.0,1605.05,0.01672,0.0,eth-usd
2023-03-01 00:00:39.112000000,429089958.0,1605.08,10.0,0.0,eth-usd
2023-03-01 00:00:39.420000000,429089959.0,1605.05,0.06405915,0.0,eth-usd
2023-03-01 00:00:39.420000000,429089960.0,1605.06,0.06444122,0.0,eth-usd
2023-03-01 00:00:39.422000128,429089961.0,1605.13,0.05438,0.0,eth-usd
2023-03-01 00:00:39.422000128,429089962.0,1605.38,1.00000002,0.0,eth-usd
2023-03-01 00:00:39.422000128,429089963.0,1605.39,2.5,0.0,eth-usd
2023-03-01 00:00:39.448999936,429089964.0,1605.56,0.31857723,0.0,eth-usd
2023-03-01 00:00:39.457999872,429089965.0,1605.72,1.17711111,0.0,eth-usd
2023-03-01 00:00:39.457999872,429089966.0,1605.72,8.39586917,0.0,eth-usd
2023-03-01 00:00:39.459000064,429089967.0,1605.72,1.9835663,0.0,eth-usd
2023-03-01 00:00:39.459000064,429089968.0,1605.72,1.70622065,0.0,eth-usd
2023-03-01 00:00:39.459000064,429089969.0,1605.72,1.51054543,0.0,eth-usd
2023-03-01 00:00:39.459000064,429089970.0,1605.73,2.67521717,0.0,eth-usd
2023-03-01 00:00:39.459000064,429089971.0,1605.73,9.90013979,0.0,eth-usd
2023-03-01 00:00:39.459000064,429089972.0,1605.73,1.33153554,0.0,eth-usd
2023-03-01 00:00:39.459000064,429089973.0,1605.73,2.4029658,0.0,eth-usd
2023-03-01 00:00:39.460000000,429089974.0,1605.73,2.47634493,0.0,eth-usd
2023-03-01 00:00:39.460000000,429089975.0,1605.73,2.02197799,0.0,eth-usd
2023-03-01 00:00:39.462000128,429089976.0,1605.73,1.30174975,0.0,eth-usd
2023-03-01 00:00:39.462000128,429089977.0,1605.73,2.39029688,0.0,eth-usd
2023-03-01 00:00:39.476000000,429089978.0,1605.73,3.66506612,0.0,eth-usd
2023-03-01 00:00:39.492000000,429089979.0,1605.72,4.94184541,0.0,eth-usd
2023-03-01 00:00:39.500000000,429089980.0,1605.73,20.92658575,0.0,eth-usd
2023-03-01 00:00:39.500000000,429089981.0,1605.73,8.55866279,0.0,eth-usd
2023-03-01 00:00:39.763000064,429089983.0,1605.69,0.65,1.0,eth-usd
2023-03-01 00:00:39.763000064,429089984.0,1605.53,0.12454672,1.0,eth-usd
2023-03-01 00:00:39.763000064,429089985.0,1605.53,0.34937904,1.0,eth-usd
2023-03-01 00:00:39.763000064,429089982.0,1605.71,0.24632075,1.0,eth-usd
2023-03-01 00:00:39.809999872,429089986.0,1605.55,1.24567905,1.0,eth-usd
2023-03-01 00:00:39.809999872,429089987.0,1605.54,2.074e-05,1.0,eth-usd
2023-03-01 00:00:39.809999872,429089988.0,1605.54,0.24630001,1.0,eth-usd
2023-03-01 00:00:39.809999872,429089989.0,1605.52,1.24569979,1.0,eth-usd
2023-03-01 00:00:39.838000128,429089990.0,1605.45,0.12455161,1.0,eth-usd
2023-03-01 00:00:39.838000128,429089991.0,1605.44,0.88400005,1.0,eth-usd
2023-03-01 00:00:39.838000128,429089992.0,1605.43,2.21,1.0,eth-usd
2023-03-01 00:00:39.887000064,429089993.0,1605.66,0.01899608,0.0,eth-usd
