timestamp,currency_pair,exchange_id,bid_size_l1,ask_size_l1,bid_price_l1,ask_price_l1,end_download_timestamp,knowledge_timestamp
1716957789736,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:09.736000+00:00,2024-05-29 04:43:09.736000+00:00
1716957790236,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:10.236000+00:00,2024-05-29 04:43:10.236000+00:00
1716957790736,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:10.736000+00:00,2024-05-29 04:43:10.736000+00:00
1716957791236,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:11.236000+00:00,2024-05-29 04:43:11.236000+00:00
1716957791736,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:11.736000+00:00,2024-05-29 04:43:11.736000+00:00
1716957792236,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:12.236000+00:00,2024-05-29 04:43:12.236000+00:00
1716957792736,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:12.736000+00:00,2024-05-29 04:43:12.736000+00:00
1716957793236,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:13.236000+00:00,2024-05-29 04:43:13.236000+00:00
1716957793736,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:13.736000+00:00,2024-05-29 04:43:13.736000+00:00
1716957794236,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:14.236000+00:00,2024-05-29 04:43:14.236000+00:00
1716957794736,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:14.736000+00:00,2024-05-29 04:43:14.736000+00:00
1716957795236,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:15.236000+00:00,2024-05-29 04:43:15.236000+00:00
1716957795736,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:15.736000+00:00,2024-05-29 04:43:15.736000+00:00
1716957796236,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:16.236000+00:00,2024-05-29 04:43:16.236000+00:00
1716957796736,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:16.736000+00:00,2024-05-29 04:43:16.736000+00:00
1716957797236,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:17.236000+00:00,2024-05-29 04:43:17.236000+00:00
1716957797736,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:17.736000+00:00,2024-05-29 04:43:17.736000+00:00
1716957798236,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:18.236000+00:00,2024-05-29 04:43:18.236000+00:00
1716957798736,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:18.736000+00:00,2024-05-29 04:43:18.736000+00:00
1716957799236,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:19.236000+00:00,2024-05-29 04:43:19.236000+00:00
1716957799736,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:19.736000+00:00,2024-05-29 04:43:19.736000+00:00
1716957800236,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:20.236000+00:00,2024-05-29 04:43:20.236000+00:00
1716957800736,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:20.736000+00:00,2024-05-29 04:43:20.736000+00:00
1716957801236,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:21.236000+00:00,2024-05-29 04:43:21.236000+00:00
