timestamp,currency_pair,exchange_id,bid_size_l1,ask_size_l1,bid_price_l1,ask_price_l1,end_download_timestamp,knowledge_timestamp
1709005504945,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:04.945000+00:00,2024-02-27 03:45:04.945000+00:00
1709005505445,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:05.445000+00:00,2024-02-27 03:45:05.445000+00:00
1709005505945,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:05.945000+00:00,2024-02-27 03:45:05.945000+00:00
1709005506445,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:06.445000+00:00,2024-02-27 03:45:06.445000+00:00
1709005506945,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:06.945000+00:00,2024-02-27 03:45:06.945000+00:00
1709005507445,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:07.445000+00:00,2024-02-27 03:45:07.445000+00:00
1709005507945,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:07.945000+00:00,2024-02-27 03:45:07.945000+00:00
1709005508445,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:08.445000+00:00,2024-02-27 03:45:08.445000+00:00
1709005508945,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:08.945000+00:00,2024-02-27 03:45:08.945000+00:00
1709005509445,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:09.445000+00:00,2024-02-27 03:45:09.445000+00:00
1709005509945,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:09.945000+00:00,2024-02-27 03:45:09.945000+00:00
1709005510445,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:10.445000+00:00,2024-02-27 03:45:10.445000+00:00
1709005510945,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:10.945000+00:00,2024-02-27 03:45:10.945000+00:00
1709005511445,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:11.445000+00:00,2024-02-27 03:45:11.445000+00:00
1709005511945,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:11.945000+00:00,2024-02-27 03:45:11.945000+00:00
1709005512445,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:12.445000+00:00,2024-02-27 03:45:12.445000+00:00
1709005512945,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:12.945000+00:00,2024-02-27 03:45:12.945000+00:00
1709005513445,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:13.445000+00:00,2024-02-27 03:45:13.445000+00:00
1709005513945,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:13.945000+00:00,2024-02-27 03:45:13.945000+00:00
1709005514445,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:14.445000+00:00,2024-02-27 03:45:14.445000+00:00
1709005514945,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:14.945000+00:00,2024-02-27 03:45:14.945000+00:00
1709005515445,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:15.445000+00:00,2024-02-27 03:45:15.445000+00:00
1709005515945,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:15.945000+00:00,2024-02-27 03:45:15.945000+00:00
1709005516445,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:16.445000+00:00,2024-02-27 03:45:16.445000+00:00
1709005516945,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:16.945000+00:00,2024-02-27 03:45:16.945000+00:00
1709005517445,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:17.445000+00:00,2024-02-27 03:45:17.445000+00:00
