timestamp,currency_pair,exchange_id,bid_size_l1,ask_size_l1,bid_price_l1,ask_price_l1,end_download_timestamp,knowledge_timestamp
1709005504919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:04.919000+00:00,2024-02-27 03:45:04.919000+00:00
1709005505419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:05.419000+00:00,2024-02-27 03:45:05.419000+00:00
1709005505919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:05.919000+00:00,2024-02-27 03:45:05.919000+00:00
1709005506419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:06.419000+00:00,2024-02-27 03:45:06.419000+00:00
1709005506919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:06.919000+00:00,2024-02-27 03:45:06.919000+00:00
1709005507419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:07.419000+00:00,2024-02-27 03:45:07.419000+00:00
1709005507919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:07.919000+00:00,2024-02-27 03:45:07.919000+00:00
1709005508419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:08.419000+00:00,2024-02-27 03:45:08.419000+00:00
1709005508919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:08.919000+00:00,2024-02-27 03:45:08.919000+00:00
1709005509419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:09.419000+00:00,2024-02-27 03:45:09.419000+00:00
1709005509919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:09.919000+00:00,2024-02-27 03:45:09.919000+00:00
1709005510419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:10.419000+00:00,2024-02-27 03:45:10.419000+00:00
1709005510919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:10.919000+00:00,2024-02-27 03:45:10.919000+00:00
1709005511419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:11.419000+00:00,2024-02-27 03:45:11.419000+00:00
1709005511919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:11.919000+00:00,2024-02-27 03:45:11.919000+00:00
1709005512419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:12.419000+00:00,2024-02-27 03:45:12.419000+00:00
1709005512919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:12.919000+00:00,2024-02-27 03:45:12.919000+00:00
1709005513419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:13.419000+00:00,2024-02-27 03:45:13.419000+00:00
1709005513919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:13.919000+00:00,2024-02-27 03:45:13.919000+00:00
1709005514419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:14.419000+00:00,2024-02-27 03:45:14.419000+00:00
1709005514919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:14.919000+00:00,2024-02-27 03:45:14.919000+00:00
1709005515419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:15.419000+00:00,2024-02-27 03:45:15.419000+00:00
1709005515919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:15.919000+00:00,2024-02-27 03:45:15.919000+00:00
1709005516419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:16.419000+00:00,2024-02-27 03:45:16.419000+00:00
1709005516919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:16.919000+00:00,2024-02-27 03:45:16.919000+00:00
1709005517419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:17.419000+00:00,2024-02-27 03:45:17.419000+00:00
1709005517919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:17.919000+00:00,2024-02-27 03:45:17.919000+00:00
1709005518419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:18.419000+00:00,2024-02-27 03:45:18.419000+00:00
1709005518919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:18.919000+00:00,2024-02-27 03:45:18.919000+00:00
1709005519419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:19.419000+00:00,2024-02-27 03:45:19.419000+00:00
1709005519919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:19.919000+00:00,2024-02-27 03:45:19.919000+00:00
1709005520419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:20.419000+00:00,2024-02-27 03:45:20.419000+00:00
1709005520919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:20.919000+00:00,2024-02-27 03:45:20.919000+00:00
1709005521419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:21.419000+00:00,2024-02-27 03:45:21.419000+00:00
1709005521919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:21.919000+00:00,2024-02-27 03:45:21.919000+00:00
1709005522419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:22.419000+00:00,2024-02-27 03:45:22.419000+00:00
1709005522919,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:22.919000+00:00,2024-02-27 03:45:22.919000+00:00
1709005523419,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:23.419000+00:00,2024-02-27 03:45:23.419000+00:00
