timestamp,currency_pair,exchange_id,bid_size_l1,ask_size_l1,bid_price_l1,ask_price_l1,end_download_timestamp,knowledge_timestamp
1709005504610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:04.610000+00:00,2024-02-27 03:45:04.610000+00:00
1709005505110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:05.110000+00:00,2024-02-27 03:45:05.110000+00:00
1709005505610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:05.610000+00:00,2024-02-27 03:45:05.610000+00:00
1709005506110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:06.110000+00:00,2024-02-27 03:45:06.110000+00:00
1709005506610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:06.610000+00:00,2024-02-27 03:45:06.610000+00:00
1709005507110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:07.110000+00:00,2024-02-27 03:45:07.110000+00:00
1709005507610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:07.610000+00:00,2024-02-27 03:45:07.610000+00:00
1709005508110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:08.110000+00:00,2024-02-27 03:45:08.110000+00:00
1709005508610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:08.610000+00:00,2024-02-27 03:45:08.610000+00:00
1709005509110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:09.110000+00:00,2024-02-27 03:45:09.110000+00:00
1709005509610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:09.610000+00:00,2024-02-27 03:45:09.610000+00:00
1709005510110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:10.110000+00:00,2024-02-27 03:45:10.110000+00:00
1709005510610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:10.610000+00:00,2024-02-27 03:45:10.610000+00:00
1709005511110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:11.110000+00:00,2024-02-27 03:45:11.110000+00:00
1709005511610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:11.610000+00:00,2024-02-27 03:45:11.610000+00:00
1709005512110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:12.110000+00:00,2024-02-27 03:45:12.110000+00:00
1709005512610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:12.610000+00:00,2024-02-27 03:45:12.610000+00:00
1709005513110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:13.110000+00:00,2024-02-27 03:45:13.110000+00:00
1709005513610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:13.610000+00:00,2024-02-27 03:45:13.610000+00:00
1709005514110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:14.110000+00:00,2024-02-27 03:45:14.110000+00:00
1709005514610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:14.610000+00:00,2024-02-27 03:45:14.610000+00:00
1709005515110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:15.110000+00:00,2024-02-27 03:45:15.110000+00:00
1709005515610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:15.610000+00:00,2024-02-27 03:45:15.610000+00:00
1709005516110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:16.110000+00:00,2024-02-27 03:45:16.110000+00:00
1709005516610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:16.610000+00:00,2024-02-27 03:45:16.610000+00:00
1709005517110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:17.110000+00:00,2024-02-27 03:45:17.110000+00:00
1709005517610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:17.610000+00:00,2024-02-27 03:45:17.610000+00:00
1709005518110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:18.110000+00:00,2024-02-27 03:45:18.110000+00:00
1709005518610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:18.610000+00:00,2024-02-27 03:45:18.610000+00:00
1709005519110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:19.110000+00:00,2024-02-27 03:45:19.110000+00:00
1709005519610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:19.610000+00:00,2024-02-27 03:45:19.610000+00:00
1709005520110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:20.110000+00:00,2024-02-27 03:45:20.110000+00:00
1709005520610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:20.610000+00:00,2024-02-27 03:45:20.610000+00:00
1709005521110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:21.110000+00:00,2024-02-27 03:45:21.110000+00:00
1709005521610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:21.610000+00:00,2024-02-27 03:45:21.610000+00:00
1709005522110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:22.110000+00:00,2024-02-27 03:45:22.110000+00:00
1709005522610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:22.610000+00:00,2024-02-27 03:45:22.610000+00:00
1709005523110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:23.110000+00:00,2024-02-27 03:45:23.110000+00:00
1709005523610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:23.610000+00:00,2024-02-27 03:45:23.610000+00:00
1709005524110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:24.110000+00:00,2024-02-27 03:45:24.110000+00:00
1709005524610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:24.610000+00:00,2024-02-27 03:45:24.610000+00:00
1709005525110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:25.110000+00:00,2024-02-27 03:45:25.110000+00:00
1709005525610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:25.610000+00:00,2024-02-27 03:45:25.610000+00:00
1709005526110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:26.110000+00:00,2024-02-27 03:45:26.110000+00:00
1709005526610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:26.610000+00:00,2024-02-27 03:45:26.610000+00:00
1709005527110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:27.110000+00:00,2024-02-27 03:45:27.110000+00:00
1709005527610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:27.610000+00:00,2024-02-27 03:45:27.610000+00:00
1709005528110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:28.110000+00:00,2024-02-27 03:45:28.110000+00:00
1709005528610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:28.610000+00:00,2024-02-27 03:45:28.610000+00:00
1709005529110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:29.110000+00:00,2024-02-27 03:45:29.110000+00:00
1709005529610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:29.610000+00:00,2024-02-27 03:45:29.610000+00:00
1709005530110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:30.110000+00:00,2024-02-27 03:45:30.110000+00:00
1709005530610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:30.610000+00:00,2024-02-27 03:45:30.610000+00:00
1709005531110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:31.110000+00:00,2024-02-27 03:45:31.110000+00:00
1709005531610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:31.610000+00:00,2024-02-27 03:45:31.610000+00:00
1709005532110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:32.110000+00:00,2024-02-27 03:45:32.110000+00:00
1709005532610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:32.610000+00:00,2024-02-27 03:45:32.610000+00:00
1709005533110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:33.110000+00:00,2024-02-27 03:45:33.110000+00:00
1709005533610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:33.610000+00:00,2024-02-27 03:45:33.610000+00:00
1709005534110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:34.110000+00:00,2024-02-27 03:45:34.110000+00:00
1709005534610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:34.610000+00:00,2024-02-27 03:45:34.610000+00:00
1709005535110,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:35.110000+00:00,2024-02-27 03:45:35.110000+00:00
1709005535610,ETH_USDT,binance,22,25,31,10,2024-02-27 03:45:35.610000+00:00,2024-02-27 03:45:35.610000+00:00
