timestamp,currency_pair,exchange_id,bid_size_l1,ask_size_l1,bid_price_l1,ask_price_l1,end_download_timestamp,knowledge_timestamp
1716957789585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:09.585000+00:00,2024-05-29 04:43:09.585000+00:00
1716957790085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:10.085000+00:00,2024-05-29 04:43:10.085000+00:00
1716957790585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:10.585000+00:00,2024-05-29 04:43:10.585000+00:00
1716957791085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:11.085000+00:00,2024-05-29 04:43:11.085000+00:00
1716957791585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:11.585000+00:00,2024-05-29 04:43:11.585000+00:00
1716957792085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:12.085000+00:00,2024-05-29 04:43:12.085000+00:00
1716957792585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:12.585000+00:00,2024-05-29 04:43:12.585000+00:00
1716957793085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:13.085000+00:00,2024-05-29 04:43:13.085000+00:00
1716957793585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:13.585000+00:00,2024-05-29 04:43:13.585000+00:00
1716957794085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:14.085000+00:00,2024-05-29 04:43:14.085000+00:00
1716957794585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:14.585000+00:00,2024-05-29 04:43:14.585000+00:00
1716957795085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:15.085000+00:00,2024-05-29 04:43:15.085000+00:00
1716957795585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:15.585000+00:00,2024-05-29 04:43:15.585000+00:00
1716957796085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:16.085000+00:00,2024-05-29 04:43:16.085000+00:00
1716957796585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:16.585000+00:00,2024-05-29 04:43:16.585000+00:00
1716957797085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:17.085000+00:00,2024-05-29 04:43:17.085000+00:00
1716957797585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:17.585000+00:00,2024-05-29 04:43:17.585000+00:00
1716957798085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:18.085000+00:00,2024-05-29 04:43:18.085000+00:00
1716957798585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:18.585000+00:00,2024-05-29 04:43:18.585000+00:00
1716957799085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:19.085000+00:00,2024-05-29 04:43:19.085000+00:00
1716957799585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:19.585000+00:00,2024-05-29 04:43:19.585000+00:00
1716957800085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:20.085000+00:00,2024-05-29 04:43:20.085000+00:00
1716957800585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:20.585000+00:00,2024-05-29 04:43:20.585000+00:00
1716957801085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:21.085000+00:00,2024-05-29 04:43:21.085000+00:00
1716957801585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:21.585000+00:00,2024-05-29 04:43:21.585000+00:00
1716957802085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:22.085000+00:00,2024-05-29 04:43:22.085000+00:00
1716957802585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:22.585000+00:00,2024-05-29 04:43:22.585000+00:00
1716957803085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:23.085000+00:00,2024-05-29 04:43:23.085000+00:00
1716957803585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:23.585000+00:00,2024-05-29 04:43:23.585000+00:00
1716957804085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:24.085000+00:00,2024-05-29 04:43:24.085000+00:00
1716957804585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:24.585000+00:00,2024-05-29 04:43:24.585000+00:00
1716957805085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:25.085000+00:00,2024-05-29 04:43:25.085000+00:00
1716957805585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:25.585000+00:00,2024-05-29 04:43:25.585000+00:00
1716957806085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:26.085000+00:00,2024-05-29 04:43:26.085000+00:00
1716957806585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:26.585000+00:00,2024-05-29 04:43:26.585000+00:00
1716957807085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:27.085000+00:00,2024-05-29 04:43:27.085000+00:00
1716957807585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:27.585000+00:00,2024-05-29 04:43:27.585000+00:00
1716957808085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:28.085000+00:00,2024-05-29 04:43:28.085000+00:00
1716957808585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:28.585000+00:00,2024-05-29 04:43:28.585000+00:00
1716957809085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:29.085000+00:00,2024-05-29 04:43:29.085000+00:00
1716957809585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:29.585000+00:00,2024-05-29 04:43:29.585000+00:00
1716957810085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:30.085000+00:00,2024-05-29 04:43:30.085000+00:00
1716957810585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:30.585000+00:00,2024-05-29 04:43:30.585000+00:00
1716957811085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:31.085000+00:00,2024-05-29 04:43:31.085000+00:00
1716957811585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:31.585000+00:00,2024-05-29 04:43:31.585000+00:00
1716957812085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:32.085000+00:00,2024-05-29 04:43:32.085000+00:00
1716957812585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:32.585000+00:00,2024-05-29 04:43:32.585000+00:00
1716957813085,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:33.085000+00:00,2024-05-29 04:43:33.085000+00:00
1716957813585,ETH_USDT,binance,22,25,31,10,2024-05-29 04:43:33.585000+00:00,2024-05-29 04:43:33.585000+00:00
